,Name,Mean,Median,Max,Min,Q1,Q3
76,Ligand 76,3.4928605637106314,3.5577207660643957,4.039022406474125,2.4209041699332072,3.2847910907269195,3.764763880414999
77,Ligand 77,3.491238584491848,3.619034945221589,4.389073820295121,2.320466547916603,3.2539710534320667,3.7513634816410146
78,Ligand 78,3.4394709730535262,3.44446359222548,4.276154347074016,2.512671088702217,3.2431061525916554,3.609996672494067
79,Ligand 79,3.5236299823087838,3.5264959818508563,4.827911556770688,2.179824075470308,3.3572465756940932,3.7458558907931456
80,Ligand 80,3.541103430009383,3.6213424369997322,4.448304958071111,2.5878232165277413,3.221955186997224,3.795664998823103
81,Ligand 81,3.3665664297224396,3.4729506187102688,3.956796431458156,2.4721783916214415,3.2210530956292853,3.6362741852419056
82,Ligand 82,3.68490947675866,3.6479042695934787,4.890595975952212,2.388090869292869,3.429918592248022,3.9890777968146027
83,Ligand 83,3.3392732433903345,3.39187160723987,4.145536877172849,2.2222279361037613,3.110598965860027,3.660039011894296
84,Ligand 84,3.505789957541483,3.50082118937829,4.458803651205105,2.17492735510867,3.3556206579409404,3.675730539634266
85,Ligand 85,3.3728436811663096,3.457775205611265,4.045037700689577,2.3523090783313267,3.2349052079011504,3.607592281990716
86,Ligand 86,3.4695924397907607,3.52829342959053,4.4898798424902155,2.20162440030083,3.2165943579281504,3.694267446578004
87,Ligand 87,3.5236442259993708,3.507047549913447,4.1992905353166465,2.403456261303707,3.3678639866740543,3.690204266435974
88,Ligand 88,3.594839724819735,3.513066182126377,4.875169535513609,2.750901852120498,3.329845290794795,3.908561433895917
89,Ligand 89,3.577413220824819,3.5586351316199867,4.44911463102492,2.5252146443421406,3.403153537529567,3.7391198162134316
90,Ligand 90,3.3926708656224207,3.4451435383739866,4.357203001926813,2.1180118035553916,3.187084743461165,3.6149715580706316
91,Ligand 91,3.624438642242436,3.5744265274306604,4.609618313917108,2.899508234166614,3.2885118417882024,3.927338514120885
92,Ligand 92,3.5403542779745365,3.5406677336344297,4.56108890507519,2.5174987586888684,3.275129005092782,3.789176823533037
93,Ligand 93,3.5764556154554348,3.50946406164816,5.266192077773079,2.5954354162644844,3.2913416717199095,3.7946316026723843
94,Ligand 94,3.420788946540443,3.4895368653021706,4.332037165122203,2.4026562384161405,3.1049163152985324,3.6705674840521896
95,Ligand 95,3.4007466970807503,3.4478136550573595,3.978940311188394,2.26212952767962,3.234733992154532,3.6160168694296786
96,Ligand 96,3.4914377620635286,3.574694532404133,4.4155912401398805,1.895614676035189,3.386639166881945,3.7667480359089796
97,Ligand 97,3.359961362727362,3.42437395685161,3.94888579222038,2.508915901340655,3.1985411531252295,3.6080094591045917
98,Ligand 98,3.5765744377731634,3.6928895190622746,4.732057586293726,2.264800432709251,3.362711108614592,3.8464210637942386
99,Ligand 99,3.5407976403839316,3.6226972462444333,4.645895607953321,2.3672957145232174,3.417858955216849,3.7712496179998722
